75252101	70223684	{}	8
3900178	7189832	{}	7
3900178	7959801	{}	7
3900178	17601687	{}	8
3900178	31601025	{}	8
3900178	42309593	{}	8
3900178	53306027	{}	8
3900178	76066015	{}	8
3900178	85252368	{}	8
203014	3361658	{}	7
203014	30811971	{}	8
203014	45550932	{}	8
203014	69288951	{}	8
203014	74155431	{}	8
203014	75252101	{}	8
66351710	32568872	{}	8
66351710	71725780	{}	8
73256165	15064173	{}	8
73256165	23625770	{}	8
73256165	23909602	{}	8
73256165	60244303	{}	8
73256165	74565681	{}	8
73256165	84632725	{}	8
40780125	48673941	{}	8
82674919	6808020	{}	7
82674919	33710982	{}	8
82674919	43894541	{}	8
24191428	1354927	{}	7
24191428	9436804	{}	7
24191428	12589476	{}	8
24191428	57866203	{}	8
69616673	17567842	{}	8
69616673	42144761	{}	8
69616673	57828451	{}	8
24930639	43085213	{}	8
24930639	78224870	{}	8
7368108	11823858	{}	8
7368108	32534113	{}	8
7368108	47088499	{}	8
7368108	74478927	{}	8
31426809	66901675	{}	8
31426809	80371752	{}	8
44570369	3496379	{}	7
44570369	18346439	{}	8
63955563	13919739	{}	8
63955563	23591163	{}	8
51650102	7368108	{}	7
51650102	17717220	{}	8
51650102	22630436	{}	8
51650102	26034161	{}	8
51650102	34819348	{}	8
51650102	35708742	{}	8
51650102	37006321	{}	8
51650102	57639758	{}	8
51650102	58895877	{}	8
51650102	62370006	{}	8
51650102	63322068	{}	8
17717220	15633272	{}	8
17717220	25712643	{}	8
17717220	34609381	{}	8
17717220	37028717	{}	8
79528888	13065389	{}	8
79528888	80456332	{}	8
26555372	47702028	{}	8
78492405	21313502	{}	8
78492405	31376216	{}	8
78492405	46361848	{}	8
78492405	58960443	{}	8
78492405	77967931	{}	8
1652327	3763287	{}	7
1652327	33643728	{}	8
1652327	43247606	{}	8
1652327	83040108	{}	8
17601687	1743267	{}	7
17601687	29764558	{}	8
45721152	15401916	{}	8
45721152	81178559	{}	8
72211552	83213567	{}	8
28700419	55774070	{}	8
28700419	78479581	{}	8
83566783	48673941	{}	8
60244303	2128881	{}	7
60244303	23860559	{}	8
73971899	53823062	{}	8
73971899	80865632	{}	8
31483209	16302056	{}	8
31483209	72830706	{}	8
76433337	211969	{}	6
76433337	6525372	{}	7
46310412	75613768	{}	8
8962641	19162967	{}	8
8962641	39880877	{}	8
8962641	45017237	{}	8
8962641	66604406	{}	8
60199398	38743500	{}	8
60199398	44235976	{}	8
36666553	35664655	{}	8
36666553	43167569	{}	8
36666553	55046463	{}	8
36666553	79566133	{}	8
4010423	60269960	{}	8
7056463	47702028	{}	8
37006321	861768	{}	6
37006321	27523150	{}	8
37006321	36666553	{}	8
37006321	61989684	{}	8
13686347	32539674	{}	8
13686347	73396134	{}	8
13686347	76808745	{}	8
13686347	85808094	{}	8
35664655	60269960	{}	8
46361848	30204698	{}	8
46361848	35107882	{}	8
46361848	44552956	{}	8
46361848	71513244	{}	8
51330248	45641273	{}	8
51330248	66942251	{}	8
3763287	16016761	{}	8
3763287	31484389	{}	8
3763287	40186358	{}	8
58721736	4311555	{}	7
58721736	20714799	{}	8
21020589	36457536	{}	8
21020589	54033541	{}	8
21020589	62175876	{}	8
21020589	78061369	{}	8
21020589	79668033	{}	8
29745672	79294534	{}	8
29764558	2824054	{}	7
33981752	211969	{}	6
33981752	6525372	{}	7
47498882	53025530	{}	8
47498882	64748313	{}	8
42868177	48277339	{}	8
16504017	30969329	{}	8
16504017	75127646	{}	8
68687193	80098879	{}	8
30607368	53823062	{}	8
30607368	80865632	{}	8
85808094	24137242	{}	8
85808094	26555372	{}	8
85808094	69134744	{}	8
73962796	71399057	{}	8
15633272	48260426	{}	8
15633272	55908148	{}	8
31376216	30010912	{}	8
31376216	31531987	{}	8
31376216	39333574	{}	8
25712643	66901675	{}	8
25712643	80371752	{}	8
60701275	11956942	{}	8
60701275	18953482	{}	8
60701275	52271239	{}	8
63956536	10365277	{}	8
63956536	31588511	{}	8
27585599	10462069	{}	8
27585599	73809486	{}	8
40998984	36766588	{}	8
40998984	39700792	{}	8
46215383	7189832	{}	7
46215383	7959801	{}	7
46215383	17601687	{}	8
46215383	31601025	{}	8
46215383	42309593	{}	8
46215383	53306027	{}	8
46215383	76066015	{}	8
46215383	85252368	{}	8
36457536	83213567	{}	8
29472224	9757981	{}	7
29472224	39315727	{}	8
29472224	80077143	{}	8
861768	75613768	{}	8
64256236	30969329	{}	8
64256236	75127646	{}	8
42353755	34900121	{}	8
42353755	45536399	{}	8
42353755	79744304	{}	8
31292936	10545733	{}	8
31292936	68734247	{}	8
15282842	16302056	{}	8
15282842	72830706	{}	8
60264083	79294534	{}	8
33643728	17669879	{}	8
33643728	71177161	{}	8
10109100	35718378	{}	8
10109100	72330157	{}	8
12579651	7368108	{}	7
12579651	17717220	{}	8
12579651	22630436	{}	8
12579651	26034161	{}	8
12579651	34819348	{}	8
12579651	35708742	{}	8
12579651	37006321	{}	8
12579651	57639758	{}	8
12579651	58895877	{}	8
12579651	62370006	{}	8
12579651	63322068	{}	8
83731901	60065213	{}	8
73701333	41269226	{}	8
73701333	58529856	{}	8
84211694	2824054	{}	7
10422895	15401916	{}	8
10422895	81178559	{}	8
3361658	12259613	{}	8
3361658	51164937	{}	8
3361658	51389865	{}	8
49545387	15064173	{}	8
49545387	23625770	{}	8
49545387	23909602	{}	8
49545387	60244303	{}	8
49545387	74565681	{}	8
49545387	84632725	{}	8
40511753	60065213	{}	8
4493217	50040483	{}	8
42309593	33981752	{}	8
42309593	83616655	{}	8
39698415	35664655	{}	8
39698415	43167569	{}	8
39698415	55046463	{}	8
39698415	79566133	{}	8
68466944	2332790	{}	7
68466944	10109100	{}	8
68466944	19791963	{}	8
68466944	56939113	{}	8
50804781	18797828	{}	8
50804781	30628674	{}	8
50804781	33239310	{}	8
84420357	54334916	{}	8
84420357	73747746	{}	8
71399057	54568961	{}	8
71399057	64053584	{}	8
13382822	46381623	{}	8
13382822	67081409	{}	8
73747746	36766588	{}	8
73747746	39700792	{}	8
70223684	11358801	{}	8
44519663	2332790	{}	7
44519663	10109100	{}	8
44519663	19791963	{}	8
44519663	56939113	{}	8
62909582	53025530	{}	8
62909582	64748313	{}	8
79668033	25255729	{}	8
79668033	76602875	{}	8
24207823	71399057	{}	8
72107028	21313502	{}	8
72107028	31376216	{}	8
72107028	46361848	{}	8
72107028	58960443	{}	8
72107028	77967931	{}	8
2186871	48260426	{}	8
2186871	55908148	{}	8
74478927	30010912	{}	8
74478927	31531987	{}	8
74478927	39333574	{}	8
28286001	21826439	{}	8
28286001	38367402	{}	8
28286001	41481230	{}	8
28286001	54573629	{}	8
74220796	559266	{}	6
27190429	23383643	{}	8
27190429	26261855	{}	8
62370006	6636173	{}	7
62370006	27068368	{}	8
62370006	42790895	{}	8
62370006	45031675	{}	8
32539674	10357773	{}	8
32539674	12909616	{}	8
32539674	74477451	{}	8
32539674	77020157	{}	8
50324091	6874369	{}	7
74155431	36766034	{}	8
74155431	50439237	{}	8
74155431	75453071	{}	8
74155431	83566783	{}	8
10557364	80098879	{}	8
36766588	9436804	{}	7
36766588	12589476	{}	8
36766588	57866203	{}	8
20562267	25255729	{}	8
20562267	76602875	{}	8
24192888	32539674	{}	8
24192888	73396134	{}	8
24192888	76808745	{}	8
24192888	85808094	{}	8
38267877	1743267	{}	7
38267877	29764558	{}	8
29689879	24137242	{}	8
29689879	26555372	{}	8
29689879	69134744	{}	8
84632725	4311555	{}	7
84632725	20714799	{}	8
83444182	26704258	{}	8
83444182	58075271	{}	8
47103370	10422895	{}	8
47103370	17144014	{}	8
47103370	83469102	{}	8
47088499	64296767	{}	8
47088499	68088294	{}	8
43247606	26704258	{}	8
43247606	58075271	{}	8
75073910	7056463	{}	7
75073910	43333705	{}	8
18748396	46118273	{}	8
18748396	84211694	{}	8
43514383	17669879	{}	8
43514383	71177161	{}	8
32403431	12874452	{}	8
32403431	17120542	{}	8
32403431	39373076	{}	8
32403431	55109087	{}	8
32403431	60701275	{}	8
32403431	73971899	{}	8
32403431	78492405	{}	8
51904608	10557364	{}	8
51904608	29745672	{}	8
51904608	61700805	{}	8
51904608	73441147	{}	8
13087342	36411110	{}	8
61694573	15580945	{}	8
61694573	21286462	{}	8
61694573	72330648	{}	8
60005874	8599292	{}	7
60005874	9015648	{}	7
60005874	29689879	{}	8
60005874	66093650	{}	8
60005874	73256165	{}	8
60005874	80747413	{}	8
60005874	85024710	{}	8
41481230	8583938	{}	7
41481230	22536877	{}	8
41481230	24976974	{}	8
83040108	9119021	{}	7
62175876	82720295	{}	8
73396134	3496379	{}	7
73396134	18346439	{}	8
26120825	6636173	{}	7
26120825	27068368	{}	8
26120825	42790895	{}	8
26120825	45031675	{}	8
17913335	46118273	{}	8
17913335	84211694	{}	8
38677790	30811971	{}	8
38677790	45550932	{}	8
38677790	69288951	{}	8
38677790	75252101	{}	8
72330157	64817435	{}	8
78224870	36411110	{}	8
76066015	36457536	{}	8
76066015	54033541	{}	8
76066015	62175876	{}	8
76066015	78061369	{}	8
76066015	79668033	{}	8
17477794	10357773	{}	8
17477794	12909616	{}	8
17477794	74477451	{}	8
17477794	77020157	{}	8
58960443	38423507	{}	8
58960443	44852058	{}	8
58960443	64703125	{}	8
46577737	36874450	{}	8
46577737	83444182	{}	8
24137242	25036073	{}	8
24137242	73016220	{}	8
84138441	30204698	{}	8
84138441	35107882	{}	8
84138441	44552956	{}	8
84138441	71513244	{}	8
83469102	25036073	{}	8
83469102	73016220	{}	8
22860196	6808020	{}	7
22860196	33710982	{}	8
22860196	43894541	{}	8
55554045	16016761	{}	8
55554045	31484389	{}	8
55554045	40186358	{}	8
14590834	45641273	{}	8
14590834	66942251	{}	8
31066777	24191428	{}	8
43876405	1354927	{}	7
71179617	26170831	{}	8
59710162	17913335	{}	8
22117592	10462069	{}	8
22117592	73809486	{}	8
46722546	15633272	{}	8
46722546	25712643	{}	8
46722546	34609381	{}	8
46722546	37028717	{}	8
32534113	11358801	{}	8
54671467	7759908	{}	7
54671467	22022286	{}	8
54671467	65688493	{}	8
64679566	1034815	{}	7
64679566	7875529	{}	7
64679566	54062613	{}	8
64679566	77685942	{}	8
45426514	64817435	{}	8
15999484	47586487	{}	8
15999484	59199947	{}	8
15999484	71690448	{}	8
15999484	83731901	{}	8
553078	1652327	{}	7
553078	38267877	{}	8
553078	48389525	{}	8
553078	50147320	{}	8
553078	58539330	{}	8
553078	82674919	{}	8
35208191	84138441	{}	8
64748313	35718378	{}	8
64748313	72330157	{}	8
59199947	46381623	{}	8
59199947	67081409	{}	8
80747413	13919739	{}	8
80747413	23591163	{}	8
70667961	24149976	{}	8
70667961	55922087	{}	8
29990422	43085213	{}	8
29990422	78224870	{}	8
48277339	41269226	{}	8
48277339	58529856	{}	8
12819408	16504017	{}	8
12819408	40380325	{}	8
12819408	41267351	{}	8
12819408	76412931	{}	8
63116616	861768	{}	6
63116616	27523150	{}	8
63116616	36666553	{}	8
63116616	61989684	{}	8
18602496	14590834	{}	8
18602496	18748396	{}	8
18602496	27585599	{}	8
18602496	29990422	{}	8
18602496	30448695	{}	8
18602496	58996915	{}	8
18602496	66351710	{}	8
18602496	73701333	{}	8
21752793	36766034	{}	8
21752793	50439237	{}	8
21752793	75453071	{}	8
21752793	83566783	{}	8
31601025	23383643	{}	8
31601025	26261855	{}	8
81921829	7787507	{}	7
81921829	17185590	{}	8
81921829	31977120	{}	8
81921829	57047768	{}	8
81921829	63659993	{}	8
81921829	73022914	{}	8
81921829	84488216	{}	8
6875765	10422895	{}	8
6875765	17144014	{}	8
6875765	83469102	{}	8
30448695	1693541	{}	7
30448695	69494224	{}	8
81263577	11956942	{}	8
81263577	18953482	{}	8
81263577	52271239	{}	8
76808745	17567842	{}	8
76808745	42144761	{}	8
76808745	57828451	{}	8
85024710	10557364	{}	8
85024710	29745672	{}	8
85024710	61700805	{}	8
85024710	73441147	{}	8
53025530	50324091	{}	8
53025530	51925748	{}	8
57318980	1693541	{}	7
57318980	69494224	{}	8
52404399	5985859	{}	7
52404399	33641591	{}	8
52404399	45721152	{}	8
2452856	33217231	{}	8
2452856	53489394	{}	8
61700805	38743500	{}	8
61700805	44235976	{}	8
55109087	9757981	{}	7
55109087	39315727	{}	8
55109087	80077143	{}	8
61989684	54568961	{}	8
61989684	64053584	{}	8
17120542	559266	{}	6
34609381	13065389	{}	8
34609381	80456332	{}	8
24344968	8599292	{}	7
24344968	9015648	{}	7
24344968	29689879	{}	8
24344968	66093650	{}	8
24344968	73256165	{}	8
24344968	80747413	{}	8
24344968	85024710	{}	8
7189832	50324091	{}	8
7189832	51925748	{}	8
76412931	11823858	{}	8
76412931	32534113	{}	8
76412931	47088499	{}	8
76412931	74478927	{}	8
47586487	50040483	{}	8
58539330	19162967	{}	8
58539330	39880877	{}	8
58539330	45017237	{}	8
58539330	66604406	{}	8
3496379	26170831	{}	8
77695807	48277339	{}	8
22359802	21826439	{}	8
22359802	38367402	{}	8
22359802	41481230	{}	8
22359802	54573629	{}	8
20757515	3361658	{}	7
20757515	74155431	{}	8
